0	0	0	0	0	0
0	0	64	14	9	60
0	0	128	29	18	119
0	0	192	43	27	179
0	0	256	57	35	239
0	0	320	72	44	298
0	0	384	86	53	358
0	0	448	100	62	418
0	0	512	115	71	478
0	0	576	129	80	537
0	0	640	143	89	597
0	0	704	158	97	657
0	0	768	172	106	716
0	0	832	186	115	776
0	0	896	201	124	836
0	0	960	215	133	895
0	0	1023	229	142	954
0	64	0	17	62	7
0	64	64	22	62	60
0	64	128	33	64	119
0	64	192	45	66	179
0	64	256	59	70	239
0	64	320	73	74	299
0	64	384	87	79	358
0	64	448	101	85	418
0	64	512	115	91	478
0	64	576	130	98	537
0	64	640	144	105	597
0	64	704	158	112	657
0	64	768	172	120	716
0	64	832	187	128	776
0	64	896	201	136	836
0	64	960	215	144	895
0	64	1023	229	152	954
0	128	0	34	124	14
0	128	64	37	124	61
0	128	128	43	125	120
0	128	192	53	126	179
0	128	256	65	127	239
0	128	320	78	129	299
0	128	384	91	132	358
0	128	448	105	135	418
0	128	512	118	139	478
0	128	576	132	143	537
0	128	640	146	148	597
0	128	704	160	153	657
0	128	768	174	158	716
0	128	832	188	164	776
0	128	896	202	170	836
0	128	960	217	176	895
0	128	1023	231	182	954
0	192	0	52	186	20
0	192	64	53	186	62
0	192	128	58	186	120
0	192	192	65	187	180
0	192	256	75	188	239
0	192	320	86	189	299
0	192	384	98	191	358
0	192	448	110	193	418
0	192	512	123	196	478
0	192	576	136	198	537
0	192	640	150	201	597
0	192	704	164	205	657
0	192	768	177	209	716
0	192	832	191	213	776
0	192	896	205	217	836
0	192	960	219	222	896
0	192	1023	233	227	954
0	256	0	69	248	27
0	256	64	70	248	64
0	256	128	73	248	121
0	256	192	79	248	180
0	256	256	87	249	240
0	256	320	96	250	299
0	256	384	107	251	359
0	256	448	118	253	418
0	256	512	130	255	478
0	256	576	143	257	538
0	256	640	156	259	597
0	256	704	169	262	657
0	256	768	182	264	717
0	256	832	195	268	776
0	256	896	209	271	836
0	256	960	223	274	896
0	256	1023	236	278	954
0	320	0	86	309	34
0	320	64	87	310	67
0	320	128	89	310	123
0	320	192	94	310	181
0	320	256	101	311	240
0	320	320	109	311	300
0	320	384	118	312	359
0	320	448	128	314	419
0	320	512	139	315	478
0	320	576	151	316	538
0	320	640	163	318	597
0	320	704	175	320	657
0	320	768	188	323	717
0	320	832	201	325	776
0	320	896	214	328	836
0	320	960	227	331	896
0	320	1023	241	334	954
0	384	0	103	371	41
0	384	64	104	371	70
0	384	128	106	372	124
0	384	192	110	372	182
0	384	256	115	372	241
0	384	320	122	373	300
0	384	384	130	374	360
0	384	448	140	375	419
0	384	512	150	376	479
0	384	576	160	377	538
0	384	640	172	378	598
0	384	704	183	380	657
0	384	768	195	382	717
0	384	832	208	384	777
0	384	896	221	386	836
0	384	960	233	388	896
0	384	1023	246	391	955
0	448	0	121	433	48
0	448	64	121	433	74
0	448	128	123	433	126
0	448	192	126	434	183
0	448	256	131	434	242
0	448	320	137	435	301
0	448	384	144	435	360
0	448	448	152	436	419
0	448	512	161	437	479
0	448	576	171	438	538
0	448	640	182	439	598
0	448	704	193	441	658
0	448	768	204	442	717
0	448	832	216	444	777
0	448	896	228	446	836
0	448	960	240	448	896
0	448	1023	253	450	955
0	512	0	138	495	54
0	512	64	138	495	78
0	512	128	140	495	129
0	512	192	142	495	185
0	512	256	147	496	243
0	512	320	152	496	302
0	512	384	158	497	361
0	512	448	165	497	420
0	512	512	174	498	479
0	512	576	183	499	539
0	512	640	193	500	598
0	512	704	203	501	658
0	512	768	214	503	717
0	512	832	225	504	777
0	512	896	237	506	837
0	512	960	248	507	896
0	512	1023	260	509	955
0	576	0	155	557	61
0	576	64	155	557	83
0	576	128	157	557	131
0	576	192	159	557	187
0	576	256	163	558	244
0	576	320	167	558	303
0	576	384	173	558	361
0	576	448	180	559	421
0	576	512	187	560	480
0	576	576	195	561	539
0	576	640	205	561	599
0	576	704	214	562	658
0	576	768	224	564	718
0	576	832	235	565	777
0	576	896	246	566	837
0	576	960	257	568	897
0	576	1023	269	569	955
0	640	0	172	619	68
0	640	64	173	619	88
0	640	128	174	619	134
0	640	192	176	619	188
0	640	256	179	619	246
0	640	320	183	620	304
0	640	384	188	620	362
0	640	448	194	621	421
0	640	512	201	621	481
0	640	576	209	622	540
0	640	640	217	623	599
0	640	704	226	624	659
0	640	768	236	625	718
0	640	832	246	626	778
0	640	896	256	627	837
0	640	960	267	628	897
0	640	1023	278	630	955
0	704	0	189	681	75
0	704	64	190	681	93
0	704	128	191	681	137
0	704	192	193	681	191
0	704	256	195	681	247
0	704	320	199	682	305
0	704	384	204	682	363
0	704	448	209	682	422
0	704	512	216	683	481
0	704	576	223	684	540
0	704	640	231	684	600
0	704	704	239	685	659
0	704	768	248	686	719
0	704	832	257	687	778
0	704	896	267	688	838
0	704	960	278	689	897
0	704	1023	288	691	956
0	768	0	207	743	82
0	768	64	207	743	98
0	768	128	208	743	141
0	768	192	210	743	193
0	768	256	212	743	249
0	768	320	216	743	306
0	768	384	220	744	364
0	768	448	225	744	423
0	768	512	231	745	482
0	768	576	237	745	541
0	768	640	244	746	600
0	768	704	252	747	660
0	768	768	261	747	719
0	768	832	270	748	779
0	768	896	279	749	838
0	768	960	289	750	898
0	768	1023	299	751	956
0	832	0	224	805	88
0	832	64	224	805	104
0	832	128	225	805	144
0	832	192	227	805	195
0	832	256	229	805	251
0	832	320	232	805	308
0	832	384	236	806	366
0	832	448	240	806	424
0	832	512	246	806	483
0	832	576	252	807	542
0	832	640	259	807	601
0	832	704	266	808	660
0	832	768	274	809	720
0	832	832	282	810	779
0	832	896	291	811	838
0	832	960	301	812	898
0	832	1023	310	813	956
0	896	0	241	866	95
0	896	64	241	866	109
0	896	128	242	867	148
0	896	192	244	867	198
0	896	256	246	867	253
0	896	320	249	867	309
0	896	384	252	867	367
0	896	448	256	868	425
0	896	512	261	868	484
0	896	576	267	869	543
0	896	640	273	869	602
0	896	704	280	870	661
0	896	768	288	870	720
0	896	832	296	871	780
0	896	896	304	872	839
0	896	960	313	873	898
0	896	1023	322	874	957
0	960	0	258	928	102
0	960	64	258	928	115
0	960	128	259	928	152
0	960	192	261	929	201
0	960	256	263	929	255
0	960	320	265	929	311
0	960	384	268	929	368
0	960	448	272	929	426
0	960	512	277	930	485
0	960	576	282	930	544
0	960	640	288	931	602
0	960	704	295	931	662
0	960	768	302	932	721
0	960	832	309	933	780
0	960	896	317	933	839
0	960	960	326	934	899
0	960	1023	335	935	957
0	1023	0	275	989	109
0	1023	64	275	989	121
0	1023	128	276	989	156
0	1023	192	277	989	204
0	1023	256	279	990	257
0	1023	320	282	990	313
0	1023	384	285	990	370
0	1023	448	288	990	428
0	1023	512	293	991	486
0	1023	576	298	991	544
0	1023	640	303	992	603
0	1023	704	309	992	662
0	1023	768	316	993	721
0	1023	832	323	993	781
0	1023	896	331	994	840
0	1023	960	339	995	899
0	1023	1023	347	996	958
